Date Time Hour Beginning,Original Res Forecast before Lockdown,Residual Forecast,RSA Contracted Forecast,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Eskom Gas Generation,Eskom OCGT Generation,Hydro Water Generation,Pumped Water Generation,ILS Usage,Manual Load_Reduction(MLR),IOS Excl ILS and MLR,Dispatchable IPP OCGT,Eskom Gas SCO,Eskom OCGT SCO,Hydro Water SCO,Pumped Water SCO Pumping,Wind,PV,CSP,Other RE,Total RE,Wind Installed Capacity,PV Installed Capacity,CSP Installed Capacity,Other RE Installed Capacity,Total RE Installed Capacity,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout,Drakensberg Gen Unit Hours,Palmiet Gen Unit Hours,Ingula Gen Unit Hours
2018-05-01 05:00:00 AM,,21295.635,22056.953,20814.4,20814.4,21583.159,1144.586,1194.0,20232.0,927.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2134.0,749.305,0.0,0.0,19.454,768.759,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,5863.419,206.554,6069,973,388.0,93.6,54.4,57.01
2018-05-01 06:00:00 AM,,22404.689,23253.861,21882.27,21882.27,22787.714,1142.357,1237.0,20006.0,927.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-884.0,884.349,1.651,0.0,19.444,905.444,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6262.763,272.554,6535,317,370.0,94.5,55.9,60.17
2018-05-01 07:00:00 AM,,24039.682,25114.599,23311.27,23311.27,24432.812,1191.563,1271.0,20103.0,926.0,0.0,0.0,512.0,556.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-51.0,965.016,137.073,0.0,19.453,1121.542,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6376.899,272.554,6649,453,364.0,95.7,55.9,61.35
2018-05-01 08:00:00 AM,,25467.415,27023.739,24728.4,24728.4,26270.425,1250.25,1223.0,20313.0,927.0,0.0,0.0,512.0,1764.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-5.0,916.568,581.183,24.82,19.454,1542.025,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6376.899,272.554,6649,453,367.0,95.4,55.5,60.32
2018-05-01 09:00:00 AM,,25838.371,27712.293,24967.27,24967.27,26988.34,1275.104,1250.0,20495.0,927.0,0.0,0.0,511.0,1793.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-3.0,931.261,893.14,177.197,19.472,2021.07,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6376.899,272.554,6649,453,374.002,93.6,53.6,57.54
2018-05-01 10:00:00 AM,,25780.883,27844.887,24812.4,24812.4,27048.348,1266.046,1253.0,20537.0,927.0,0.0,0.0,510.0,1598.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-7.0,919.248,1065.064,232.152,19.484,2235.948,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6376.899,269.054,6645,953,386.0,92.4,52.0,54.55
2018-05-01 11:00:00 AM,,25233.715,27357.506,24317.4,24317.4,26625.81,1268.212,1277.0,20537.0,927.0,0.0,0.0,510.0,1092.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-20.0,959.802,1122.959,206.18,19.469,2308.41,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6112.899,262.554,6375,453,488.0,90.8,50.0,52.25
2018-05-01 12:00:00 PM,,24793.046,26887.061,23855.4,23855.4,26296.26,1269.278,1272.0,20231.0,927.0,0.0,0.0,511.0,943.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-23.0,1095.335,1137.816,188.537,19.172,2440.86,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6088.899,262.554,6351,453,423.0,89.7,48.8,50.7
2018-05-01 01:00:00 PM,,24381.384,26381.765,23537.4,23537.4,25835.597,1280.21,1286.0,20061.0,927.0,0.0,0.0,511.0,782.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-24.0,1057.188,1032.249,189.755,19.005,2298.197,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6199.119,262.554,6461,673,380.0,89.0,47.6,49.18
2018-05-01 02:00:00 PM,,24255.933,26063.418,23795.27,23795.27,25759.973,1257.433,1326.0,20513.0,928.0,0.0,0.0,512.0,551.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-29.0,846.109,935.765,163.704,19.125,1964.703,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6159.906,262.554,6422,46,379.002,88.6,47.2,47.57
2018-05-01 03:00:00 PM,,24691.444,26177.022,24428.4,24428.4,26036.115,1264.422,1293.0,20865.0,928.0,0.0,0.0,511.0,860.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-23.0,697.069,770.626,120.56,19.46,1607.715,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6134.646,262.554,6397,2,382.0,88.2,46.0,46.57
2018-05-01 04:00:00 PM,,25708.216,26843.049,25696.4,25696.4,26855.317,1276.321,1292.0,22049.0,928.0,0.0,0.0,601.0,853.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-21.0,584.989,431.7,122.756,19.472,1158.917,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6097.749,232.554,6330,303,381.0,88.2,45.6,44.44
2018-05-01 05:00:00 PM,,27664.281,28393.62,28027.4,28027.4,28678.142,1382.594,1232.0,24208.0,927.0,0.0,0.0,602.0,1088.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-24.0,409.989,70.37,150.931,19.452,650.742,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6361.833,169.769,6531,601,380.0,88.2,45.6,41.94
2018-05-01 06:00:00 PM,,29764.89,30387.16,29819.4,29819.4,30360.968,1552.574,1138.0,25655.0,927.0,0.0,0.0,601.0,1510.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-6.0,379.984,0.304,141.835,19.445,541.568,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6828.563,158.396,6986,959,620.004,87.0,44.0,45.08
2018-05-01 07:00:00 PM,,28557.702,29190.539,28396.27,28396.27,28988.24,1503.439,1175.0,25833.0,926.0,0.0,0.0,598.0,144.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-274.0,435.987,0.0,136.531,19.452,591.97,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6589.318,175.105,6764,422,743.0,85.8,42.5,41.09
2018-05-01 08:00:00 PM,,26879.912,27536.131,26491.27,26491.27,27102.65,1393.087,1142.0,25004.0,926.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-1176.0,464.287,0.0,127.648,19.445,611.38,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6341.699,175.543,6517,242,747.0,85.8,43.1,37.1
2018-05-01 09:00:00 PM,,24597.569,25266.005,24232.4,24232.4,24804.348,1287.31,1198.0,23501.0,927.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-1989.0,487.643,0.0,64.86,19.445,571.948,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6377.532,156.186,6533,718,726.0,86.6,43.7,38.98
2018-05-01 10:00:00 PM,,22791.122,23444.764,22187.4,22187.4,22771.622,1186.374,1252.0,21710.0,926.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2296.0,564.775,0.0,0.0,19.447,584.222,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6477.806,156.186,6633,992,707.002,87.8,45.6,40.86
2018-05-01 11:00:00 PM,,21513.516,22233.819,20592.27,20592.27,21342.642,1168.274,1248.0,20107.0,926.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2284.0,730.927,0.0,0.0,19.445,750.372,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6339.077,156.186,6495,263,417.0,88.6,47.2,43.93
2018-05-02 12:00:00 AM,,20363.437,21124.796,19916.4,19916.4,20792.301,1137.428,1250.0,19434.0,926.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2289.0,856.444,0.0,0.0,19.457,875.901,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6256.871,156.186,6413,057,362.0,89.7,48.8,47.21
2018-05-02 01:00:00 AM,,20102.694,20951.56,19626.27,19626.27,20683.96,1150.097,1126.0,19263.0,926.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2282.0,1038.232,0.0,0.0,19.458,1057.69,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6248.871,156.186,6405,057,362.004,90.6,50.0,50.49
2018-05-02 02:00:00 AM,,20185.478,21098.098,19449.27,19449.27,20537.474,1116.654,788.0,19400.0,926.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2260.0,1068.754,0.0,0.0,19.45,1088.204,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6308.356,156.186,6464,542,354.004,91.5,52.0,53.75
2018-05-02 03:00:00 AM,,20416.161,21370.867,19715.4,19715.4,20839.826,1113.554,784.0,19663.0,927.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2254.0,1104.979,0.0,0.0,19.447,1124.426,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6167.801,156.186,6323,987,358.0,92.4,53.6,56.93
2018-05-02 04:00:00 AM,,21980.882,22987.677,21415.27,21415.27,22455.8,1157.15,1169.0,20264.0,927.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-1541.0,1021.087,0.0,0.0,19.443,1040.53,2077.72,1474.19,300.0,21.78,3873.69,44546.0,5118.0,6646.3,143.686,6789,986,361.0,93.3,55.5,60.17
2018-05-02 05:00:00 AM,,25229.344,26312.538,24898.27,24898.27,25800.501,1256.141,1243.0,22626.0,927.0,0.0,0.0,600.0,20.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-512.0,882.792,0.0,0.0,19.439,902.231,2077.72,1474.19,300.0,21.78,3873.69,44546.0,5134.0,6704.383,141.186,6845,569,355.0,94.2,57.5,62.15
2018-05-02 06:00:00 AM,,27622.245,28759.759,27418.4,27418.4,28372.136,1351.38,1190.0,24307.0,926.0,0.0,0.0,601.0,421.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-21.0,932.477,1.826,0.0,19.433,953.736,2077.72,1474.19,300.0,21.78,3873.69,44546.0,5169.967,6880.852,141.186,7022,038,333.004,94.3,58.5,62.47
2018-05-02 07:00:00 AM,,26876.381,28262.666,26679.27,26679.27,27793.743,1338.5,1161.0,23862.0,926.0,0.0,0.0,601.0,163.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-28.0,961.933,133.083,0.0,19.457,1114.473,2077.72,1474.19,300.0,21.78,3873.69,44546.0,5300.0,6924.605,141.186,7065,791,323.004,94.2,57.5,61.67
2018-05-02 08:00:00 AM,,26813.179,28569.671,26522.27,26522.27,28053.897,1350.79,1166.0,22877.0,926.0,0.0,0.0,601.0,974.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-16.0,1017.999,488.441,5.753,19.434,1531.627,2077.72,1474.19,300.0,21.78,3873.69,44546.0,5164.433,7186.115,141.186,7327,301,335.0,93.9,56.7,61.43
2018-05-02 09:00:00 AM,,26443.0,28622.291,26069.4,26069.4,28056.767,1346.062,1191.0,22345.0,926.0,0.0,0.0,317.0,1305.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-9.0,1115.426,742.63,109.874,19.437,1987.367,2077.72,1474.19,300.0,21.78,3873.69,44546.0,5134.0,7055.908,149.186,7205,094,355.0,93.3,55.9,59.62
2018-05-02 10:00:00 AM,,26191.776,28657.15,25803.27,25818.27,28165.575,1339.365,1160.0,22233.0,926.0,0.0,0.0,120.0,1380.0,0.0,0.0,15.0,0.0,-2.0,-3.73,0.0,-10.0,1151.819,961.877,214.14,19.469,2347.305,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4830.0,6889.701,261.186,7150,887,353.002,92.4,55.2,56.93
2018-05-02 11:00:00 AM,,26043.296,28625.855,25657.27,25679.77,28189.848,1337.085,1167.0,22068.0,925.0,0.0,0.0,120.0,1394.0,0.0,0.0,22.5,0.0,-2.0,-3.73,0.0,-11.0,1186.303,1072.775,231.539,19.461,2510.078,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4814.0,6665.44,261.186,6926,626,356.0,91.8,53.2,54.41
2018-05-02 12:00:00 PM,,25792.893,28417.864,25620.4,25620.4,28054.265,1351.22,1181.0,22130.0,926.0,0.0,0.0,156.0,1244.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-11.0,1176.843,1079.238,158.324,19.46,2433.865,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4608.317,6649.587,261.186,6910,773,348.002,90.8,51.2,52.46
2018-05-02 01:00:00 PM,,25735.595,28297.032,25491.27,25491.27,27872.694,1329.973,1224.0,22058.0,927.0,0.0,0.0,147.0,1152.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-11.0,1214.769,1003.768,143.431,19.456,2381.424,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4527.0,6708.466,261.186,6969,652,331.0,90.6,49.6,49.8
2018-05-02 02:00:00 PM,,25932.068,28295.113,25724.4,25724.4,28041.925,1351.246,1229.0,22244.0,926.0,0.0,0.0,136.0,1206.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-11.0,1297.349,847.978,152.791,19.407,2317.525,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4527.0,6627.036,261.186,6888,222,350.0,90.6,47.6,47.57
2018-05-02 03:00:00 PM,,26438.449,28548.247,26250.452,26250.452,28355.293,1352.133,1213.0,22841.0,926.0,0.0,0.0,126.0,1161.0,0.0,0.0,0.0,0.182,-2.0,-3.73,0.0,-11.0,1233.186,687.667,164.536,19.452,2104.841,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4527.0,6688.953,263.436,6952,389,355.0,90.3,46.0,45.01
2018-05-02 04:00:00 PM,,27280.251,29100.798,27424.4,27424.4,29101.838,1346.946,1225.0,24527.0,926.0,0.0,0.0,241.0,542.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-31.0,1085.582,365.728,206.662,19.466,1677.438,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4320.6,7301.687,161.906,7463,593,380.0,90.0,43.7,42.74
2018-05-02 05:00:00 PM,,28811.675,30232.607,29748.27,29763.27,31058.175,1433.884,1210.0,26476.0,925.0,0.0,0.0,227.0,946.0,0.0,0.0,15.0,0.0,-2.0,-2.73,0.0,-31.0,999.133,56.499,219.819,19.454,1294.905,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4239.0,7189.755,187.803,7377,557,396.002,90.0,43.7,41.33
2018-05-02 06:00:00 PM,,31008.123,32288.357,30968.4,31471.4,32652.392,1614.567,1107.0,26481.0,925.0,0.0,0.0,600.0,1865.0,0.0,0.0,503.0,0.0,-2.0,-3.6,0.0,-4.0,986.694,0.276,174.55,19.472,1180.992,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4239.0,7138.209,259.031,7397,24,396.0,89.4,43.3,39.74
2018-05-02 07:00:00 PM,,29643.225,30906.214,29625.27,30148.27,31308.315,1573.307,1100.0,26602.0,925.0,0.0,0.0,490.0,581.0,0.0,0.0,523.0,0.0,-2.0,-3.73,0.0,-67.0,998.939,0.0,141.629,19.477,1160.045,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4239.0,7154.433,276.136,7430,569,399.0,88.2,40.9,36.4
2018-05-02 08:00:00 PM,,27361.317,28560.167,27473.27,27518.27,28845.987,1430.09,1166.0,25939.0,925.0,0.0,0.0,241.0,0.0,0.0,0.0,45.0,0.0,-2.0,-3.73,0.0,-792.0,1203.882,0.0,104.37,19.465,1327.717,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4346.25,6882.346,273.386,7155,732,400.0,87.4,40.9,35.6
2018-05-02 09:00:00 PM,,24952.382,26008.461,25345.4,25345.4,26551.142,1321.677,1215.0,24507.0,926.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-1538.0,1099.647,0.0,86.621,19.474,1205.742,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4824.0,6795.048,236.016,7031,064,397.006,88.6,43.3,35.66
2018-05-02 10:00:00 PM,,22961.723,23924.528,23262.4,23262.4,24220.21,1224.112,1179.0,23167.0,926.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2247.0,938.342,0.0,0.0,19.468,957.81,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4824.0,6678.113,198.336,6876,449,386.0,89.4,43.7,37.04
2018-05-02 11:00:00 PM,,21932.674,22879.067,21948.27,21948.27,22937.785,1167.451,1205.0,21873.0,926.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2291.0,970.249,0.0,0.0,19.266,989.515,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4824.0,6858.789,198.336,7057,125,382.0,90.3,45.6,40.15
2018-05-03 12:00:00 AM,,21113.001,21999.941,21304.4,21304.4,22218.91,1129.842,1236.0,21072.0,926.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2165.0,895.508,0.0,0.0,19.002,914.51,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4705.25,6840.354,198.336,7038,69,381.0,91.2,47.2,43.42
2018-05-03 01:00:00 AM,,20792.787,21698.758,21164.27,21164.27,21977.947,1120.017,1230.0,21026.0,925.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2252.0,794.66,0.0,0.0,19.017,813.677,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7199.95,198.336,7398,286,378.002,92.1,48.0,46.7
2018-05-03 02:00:00 AM,,20789.211,21719.441,21050.27,21050.27,21847.432,1114.2,1227.0,20933.0,926.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2271.0,778.151,0.0,0.0,19.011,797.162,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7455.526,198.336,7653,862,379.002,93.0,50.0,49.94
2018-05-03 03:00:00 AM,,21147.844,22129.324,21202.53,21202.53,22106.61,1126.606,1264.0,21036.0,927.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.47,0.0,-2260.0,885.062,0.0,0.0,19.018,904.08,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7449.385,198.336,7647,721,381.0,93.9,52.0,53.18
2018-05-03 04:00:00 AM,,22618.565,23637.114,22493.27,22493.27,23510.792,1173.03,1267.0,22276.0,926.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2211.0,998.519,0.0,0.0,19.003,1017.522,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7413.389,198.336,7611,725,385.002,94.5,53.6,56.41
2018-05-03 05:00:00 AM,,25721.216,26772.697,26042.4,26042.4,26974.062,1273.898,1258.0,23854.0,926.0,0.0,0.0,241.0,190.0,0.0,0.0,0.0,0.0,-2.0,-2.6,0.0,-422.0,912.665,0.0,0.0,18.997,931.662,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7476.372,198.336,7674,708,375.0,95.7,55.2,59.7
2018-05-03 06:00:00 AM,,28184.728,29257.165,28421.27,28421.27,29345.809,1319.72,1396.0,24246.0,927.0,0.0,0.0,242.0,1624.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-8.0,904.14,1.388,0.0,19.011,924.539,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7477.454,198.336,7675,79,377.0,95.4,55.2,60.64
2018-05-03 07:00:00 AM,,27216.102,28433.936,27390.27,27390.27,28610.165,1335.543,1405.0,23194.0,928.0,0.0,0.0,312.0,1565.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-8.0,1039.081,161.968,0.0,18.846,1219.895,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7740.129,198.336,7938,465,389.0,93.9,53.6,57.92
2018-05-03 08:00:00 AM,,27052.378,28753.627,26975.4,26975.4,28680.956,1342.034,1359.0,22714.0,927.0,0.0,0.0,331.0,1651.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-1.0,999.738,665.858,21.434,18.526,1705.556,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7586.037,198.336,7784,373,357.0,92.1,51.2,56.18
2018-05-03 09:00:00 AM,,26490.785,28545.148,26347.27,26347.27,28389.496,1317.978,1350.0,22527.0,927.0,0.0,0.0,331.0,1228.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-10.0,839.744,961.265,222.681,18.536,2042.226,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7294.118,198.336,7492,454,356.002,90.6,49.6,53.61
2018-05-03 10:00:00 AM,,26121.635,28431.11,25987.27,25987.27,28152.819,1314.915,1376.0,22292.0,926.0,0.0,0.0,331.0,1074.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-6.0,748.289,1131.946,267.756,17.558,2165.549,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7301.161,198.336,7499,497,382.0,89.7,47.6,51.82
2018-05-03 11:00:00 AM,,25746.841,28062.55,25924.4,25924.4,28151.347,1316.852,1333.0,22218.0,926.0,0.0,0.0,323.0,1134.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-4.0,745.004,1203.19,261.425,17.328,2226.947,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7102.439,198.336,7300,775,390.0,89.4,46.0,49.73
2018-05-03 12:00:00 PM,,25637.852,27847.133,25646.27,25646.27,27786.368,1310.302,1308.0,22235.0,926.0,0.0,0.0,267.0,929.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-13.0,659.54,1206.2,257.572,16.786,2140.098,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7167.31,205.431,7372,741,379.0,89.4,44.0,47.3
2018-05-03 01:00:00 PM,,25535.554,27626.594,25759.4,25759.4,27718.055,1309.351,1333.0,22684.0,926.0,0.0,0.0,241.0,602.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-21.0,497.823,1187.87,257.992,14.97,1958.655,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7071.578,207.796,7279,374,374.0,89.0,43.7,45.14
2018-05-03 02:00:00 PM,,25922.949,27844.685,26207.27,26207.27,28111.381,1317.323,1329.0,23335.0,927.0,0.0,0.0,241.0,405.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-24.0,529.222,1107.017,252.946,14.926,1904.111,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7214.48,206.261,7420,741,374.0,89.0,43.7,43.42
2018-05-03 03:00:00 PM,,26698.926,28409.932,27082.578,27082.578,28848.254,1326.143,1298.0,24308.0,927.0,0.0,0.0,241.0,344.0,0.0,0.0,0.0,0.048,-2.0,-3.47,0.0,-30.0,558.06,935.285,255.116,17.215,1765.676,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7499.533,247.683,7747,216,362.0,88.6,43.7,42.18
2018-05-03 04:00:00 PM,,27670.816,29040.83,28298.475,28298.475,29739.972,1350.039,1338.0,24972.0,927.0,0.0,0.0,241.0,834.0,0.0,0.0,0.0,13.205,-2.0,-2.73,0.0,-22.0,576.702,565.981,279.81,19.004,1441.497,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7904.33,374.426,8278,755,359.0,88.6,43.7,41.33
2018-05-03 05:00:00 PM,,29531.574,30438.892,30159.325,30371.825,31253.431,1433.433,1355.0,25403.0,927.0,0.0,0.0,422.0,1292.0,0.0,0.0,212.5,781.925,-2.0,-3.6,0.0,-16.0,526.681,99.274,236.663,18.988,881.606,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7909.583,454.618,8364,201,361.0,88.2,42.5,39.39
2018-05-03 06:00:00 PM,,31607.262,32379.609,31577.596,32002.596,32748.095,1564.678,1286.0,25773.0,927.0,0.0,0.0,603.0,2006.0,0.0,0.0,425.0,988.326,-2.0,-3.73,0.0,0.0,537.827,0.314,188.375,18.983,745.499,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7946.606,375.918,8322,524,355.0,86.2,41.7,37.15
2018-05-03 07:00:00 PM,,29946.718,30686.728,30531.967,30744.467,31479.935,1563.335,1307.0,25679.0,928.0,0.0,0.0,330.0,1604.0,0.0,0.0,212.5,702.567,-2.0,-3.6,0.0,-13.0,534.087,0.0,182.414,18.967,735.468,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,8039.235,344.985,8384,22,357.0,84.6,38.9,33.67
2018-05-03 08:00:00 PM,,27940.152,28666.872,28689.4,28689.4,29313.445,1446.346,1367.0,25534.0,928.0,0.0,0.0,241.0,651.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-26.0,435.433,0.0,169.667,18.945,624.045,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7942.862,334.816,8277,678,360.004,83.8,37.7,31.03
2018-05-03 09:00:00 PM,,25914.383,26584.014,26186.27,26186.27,26751.034,1352.412,1319.0,24686.0,928.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-982.0,404.884,0.0,141.03,18.85,564.764,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7298.156,288.339,7586,496,365.0,83.4,36.9,29.72
2018-05-03 10:00:00 PM,,23423.043,23977.326,23923.4,23923.4,24440.58,1259.396,1234.0,23539.0,928.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2013.0,440.437,0.0,58.594,18.149,517.18,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4349.0,7041.987,205.006,7246,993,367.0,83.8,38.1,30.68
2018-05-03 11:00:00 PM,,22144.905,22699.813,22386.27,22386.27,22968.142,1212.506,1220.0,21730.0,927.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-1725.0,522.825,0.0,40.905,18.142,581.872,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4379.015,6922.507,205.006,7127,513,363.002,84.6,39.7,33.62
2018-05-04 12:00:00 AM,,21474.001,22044.446,21701.27,21701.27,22313.87,1161.397,1227.0,21033.0,927.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-1721.0,553.764,0.0,40.693,18.143,612.6,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4385.753,6766.177,205.006,6971,183,364.0,85.0,41.7,36.24
2018-05-04 01:00:00 AM,,21187.092,21770.762,21425.4,21425.4,22015.859,1149.8,1253.0,20731.0,927.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-1721.0,548.802,0.0,23.514,18.143,590.459,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4385.753,6766.177,205.006,6971,183,383.0,85.4,43.7,38.65
